Date,Line_No,Responsible_Department,Problem_Name,M/C_ID,Problem_Start_Time,Problem_End_Time,Total_Downtime (Min)
30-May-2022,Line 17,Production,Late,FCI-SNLS-2156,7:00,7:45,45
30-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0045,7:52,7:54,2
30-May-2022,Line 17,Maintenance,Puckering,FCI-FLCD-0014,7:55,8:06,11
30-May-2022,Line 17,Maintenance,Puckering,FCI-DNCS-0020,8:02,8:06,4
30-May-2022,Line 17,Maintenance,Puckering,FCI-DNCS-0085,8:02,8:06,4
30-May-2022,Line 17,Maintenance,Skip Stitch,FCI-DNCS-0020,8:41,8:44,3
30-May-2022,Line 17,Maintenance,Twisting,FCI-4TOL-0061,8:03,8:05,2
30-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-SNLS-2603,8:40,8:41,1
30-May-2022,Line 17,Maintenance,Skip Stitch,FCI-DNCS-0020,10:55,10:58,3
30-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0061,12:27,12:29,2
30-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-DNCS-0012,13:10,13:12,2
30-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0082,13:12,13:14,2
30-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0045,8:07,8:13,6
30-May-2022,Line 17,Production,Multiple bio break,FCI-FLRC-0009,8:11,8:18,7
30-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2603,8:22,8:27,5
30-May-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0020,9:10,9:13,3
30-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2156,9:12,9:15,3
30-May-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0058,9:12,9:17,5
30-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0063,9:13,9:17,4
30-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2065,9:11,9:16,5
30-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0054,9:20,9:24,4
30-May-2022,Line 17,Production,Multiple bio break,FCI-BA-0043,9:22,9:27,5
30-May-2022,Line 17,Production,Multiple bio break,FCI-FLCD-0014,9:27,9:32,5
30-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0054,9:35,9:40,5
30-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0045,9:47,9:53,6
30-May-2022,Line 17,Production,Multiple bio break,FCI-BT-0074,10:00,10:05,5
30-May-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0058,10:02,10:06,4
30-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2109,10:10,10:13,3
30-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2161,10:17,10:20,3
30-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0082,10:15,10:19,4
30-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0054,10:51,10:53,2
30-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2156,10:35,10:41,6
30-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2065,10:38,10:42,4
30-May-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0020,10:42,10:47,5
30-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2143,10:52,10:56,4
30-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2065,11:50,11:54,4
30-May-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0058,12:10,12:15,5
30-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2111,12:40,12:44,4
30-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0063,13:20,13:24,4
30-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2603,13:53,13:56,3
30-May-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0058,13:55,14:00,5
30-May-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0012,13:56,14:01,5
30-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2065,14:20,14:25,5
30-May-2022,Line 17,Production,Multiple bio break,FCI-FLCD-0014,7:25,7:31,6
30-May-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0012,7:30,7:34,4
30-May-2022,Line 17,Production,Multiple bio break,FCI-BT-0074,7:48,7:54,6
30-May-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0020,7:51,7:53,2
30-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2109,7:51,7:54,3
30-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2111,7:54,7:58,4
30-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2601,8:01,8:05,4
30-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0082,8:05,8:09,4
30-May-2022,Line 17,Production,Multiple bio break,MF-7723,7:23,7:26,3
30-May-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0319,7:32,7:40,8
30-May-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0154,7:42,7:44,2
30-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0074,7:42,7:44,2
30-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0083,9:06,9:10,4
30-May-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0154,9:22,9:25,3
30-May-2022,Line 17,Production,Multiple bio break,FG-666,9:32,9:38,6
30-May-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0194,10:05,10:09,4
30-May-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0321,10:38,10:42,4
30-May-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0158,10:40,10:45,5
30-May-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0264,10:40,10:50,10
30-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0083,10:51,10:56,5
30-May-2022,Line 17,Production,Multiple bio break,FCI-4TNB-0004,12:00,12:10,10
30-May-2022,Line 17,Production,Multiple bio break,FCI-4TNB-001,12:33,12:38,5
30-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0074,12:44,12:47,3
30-May-2022,Line 17,Production,Multiple bio break,FQ-356-030-440,13:12,13:15,3
30-May-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0319,13:15,13:23,8
30-May-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0264,13:42,13:48,6
30-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2140,16:50,16:54,4
30-May-2022,Line 17,Production,Multiple bio break,MF-7723,17:47,17:51,4
30-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0045,14:20,14:24,4
30-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2161,15:55,15:58,3
30-May-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0012,16:05,16:12,7
30-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0063,17:30,17:34,4
30-May-2022,Line 17, Needle Breakage, Needle Breakage,FCI-DNCS-0020,14:35,14:44,9
30-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-DNCS-0058,15:08,15:10,2
30-May-2022,Line 17, Needle Breakage, Needle Breakage,FCI-SNLS-2143,15:09,15:15,6
30-May-2022,Line 17,Maintenance,Skip Stitch,FCI-DNCS-0020,15:51,15:55,4
30-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-DNCS-0012,17:41,17:43,2
30-May-2022,Line 19,Cutting,Input Shortage,SNLS-2754,7:00,7:12,12
30-May-2022,Line 19,Cutting,Input Shortage,SNLS-2754,7:39,7:47,8
30-May-2022,Line 19, Needle Breakage, Needle Breakage,SNLS-2146,8:48,8:57,9
30-May-2022,Line 19,Maintenance,Thread-Cut & Rethreading,SNLS-2174,9:49,9:56,7
30-May-2022,Line 19,Maintenance,Thread-Cut & Rethreading,SNLS-2174,9:59,10:20,21
30-May-2022,Line 19, Needle Breakage, Needle Breakage,SBLS-0031,10:43,10:54,11
30-May-2022,Line 19,Maintenance,Thread-Cut & Rethreading,SNLS-2146,12:02,12:04,2
30-May-2022,Line 19, Needle Breakage, Needle Breakage,5TOL-0318,1:20,1:31,11
30-May-2022,Line 19, Needle Breakage, Needle Breakage,,2:11,2:23,12
30-May-2022,Line 19,Cutting,Input Shortage,,07:00,7:20,20
30-May-2022,Line 19,Maintenance,Feet Dog,SNLS-2096,08:21,8:23,2
30-May-2022,Line 19,Store,Label Shortage,SNLS-2170,09:16,9:20,4
30-May-2022,Line 19,Maintenance,Thread-Cut & Rethreading,DNCS-0007,10:21,10:24,3
30-May-2022,Line 19,Maintenance,Thread-Cut & Rethreading,5TOL-0260,10:35,10:43,8
30-May-2022,Line 19,Maintenance,Looper Recovery,5TOL-0260,10:46,10:50,4
30-May-2022,Line 19,Maintenance,Thread-Cut & Rethreading,5TOL-0164,12:18,12:21,3
30-May-2022,Line 19,Production,Iron Table Change,ITF-0134,02:05,2:18,13
30-May-2022,Line 19,Maintenance,Thread-Cut & Rethreading,5TOL-0305,02:42,2:46,4
30-May-2022,Line 19,Maintenance,Thread-Cut & Rethreading,DNCS-0029,02:44,2:46,2
30-May-2022,Line 19,Maintenance,Thread-Cut & Rethreading,5TOL-0029,02:47,2:50,3
30-May-2022,Line 19,Maintenance,Thread-Cut & Rethreading,5TOL-,03:32,3:38,6
30-May-2022,Line 19,Maintenance,Thread-Cut & Rethreading,DNCS-0007,03:49,3:52,3
30-May-2022,Line 19,Maintenance,Thread-Cut & Rethreading,INCS-0085,04:46,4:50,4
30-May-2022,Line 19,Maintenance,Thread-Cut & Rethreading,5TOL-3050,05:14,5:20,6
30-May-2022,Line 19, Needle Breakage, Needle Breakage,BT-0055,4:16,4:26,10
30-May-2022,Line 19,Production,Consultation,SNLS-2346,4:30,4:42,12
30-May-2022,Line 19,Production,Consultation,SNLS-2146,4:30,4:42,12
30-May-2022,Line 19, Needle Breakage, Needle Breakage,DNCS-0004,5:09,5:19,10
31-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0063,7:20,7:22,2
31-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-FLRC-0009,7:22,7:25,3
31-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-FLRC-0009,7:31,7:33,2
31-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-DNCS-0085,9:31,9:33,2
31-May-2022,Line 17,Maintenance,Skip Stitch,FCI-4TOL-0045,9:35,9:40,5
31-May-2022,Line 17,Quality,High/Low,FCI-4TOL-0063,9:35,9:40,5
31-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0063,9:58,10:00,2
31-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-FLRC-0009,10:19,10:20,1
31-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0063,10:25,10:27,2
31-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2109,7:25,7:29,4
31-May-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0020,7:33,7:39,6
31-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0054,8:02,8:07,5
31-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2065,8:25,8:31,6
31-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2142,8:23,8:27,4
31-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2603,8:36,8:40,4
31-May-2022,Line 17,Production,Multiple bio break,FCI-FLRC-0009,8:48,8:52,4
31-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2109,10:00,10:05,5
31-May-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0020,10:26,10:30,4
31-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2065,10:25,10:29,4
31-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2161,10:30,10:33,3
31-May-2022,Line 17,Production,Multiple bio break,FCI-FLRC-0009,10:31,10:35,4
31-May-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0058,10:35,10:40,5
31-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2111,10:46,10:51,5
31-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2156,10:47,10:50,3
31-May-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0012,12:25,12:30,5
31-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2161,12:50,12:55,5
31-May-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0012,13:22,13:29,7
31-May-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0058,14:00,14:07,7
31-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2111,14:02,14:07,5
31-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2065,14:06,14:12,6
31-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0063,14:12,14:17,5
31-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0045,14:50,14:55,5
31-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2111,16:15,16:20,5
31-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0054,16:37,16:43,6
31-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0045,16:33,16:39,6
31-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2161,16:43,16:47,4
31-May-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2156,17:01,17:09,8
31-May-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0020,17:13,17:18,5
31-May-2022,Line 17,Production,Multiple bio break,FCI-FLRC-0009,17:22,17:26,4
31-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0063,17:34,17:38,4
31-May-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0154,8:03,8:08,5
31-May-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0264,8:56,9:03,7
31-May-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0194,9:20,9:24,4
31-May-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0319,9:54,9:59,5
31-May-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0319,9:27,9:33,6
31-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0074,9:52,9:58,6
31-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0083,10:05,10:09,4
31-May-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0319,10:08,10:13,5
31-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0083,10:09,10:14,5
31-May-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0264,10:40,10:50,10
31-May-2022,Line 17,Production,Multiple bio break,MF-7723,10:45,10:51,6
31-May-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0154,10:48,10:55,7
31-May-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0158,11:55,12:02,7
31-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0074,11:58,12:07,9
31-May-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0321,13:55,14:03,8
31-May-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0319,14:03,14:11,8
31-May-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0264,14:03,14:08,5
31-May-2022,Line 17,Production,Multiple bio break,FCI-4TNB-0001,14:03,14:22,19
31-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0083,14:11,14:23,12
31-May-2022,Line 17,Production,Multiple bio break,MF-7723,14:25,14:29,4
31-May-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0264,15:05,15:08,3
31-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0074,15:50,15:55,5
31-May-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0321,15:51,15:57,6
31-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0083,16:10,16:17,7
31-May-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0321,16:11,16:17,6
31-May-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0154,16:14,16:19,5
31-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0074,16:22,16:27,5
31-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0083,16:21,16:25,4
31-May-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0083,16:27,16:33,6
31-May-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0264,16:31,16:37,6
31-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0063,13:10,13:14,4
31-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0045,13:26,13:29,3
31-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0054,14:30,14:33,3
31-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0063,16:50,16:54,4
31-May-2022,Line 17,Maintenance,Knife Unsharp,FCI-SNLS-2140,7:23,7:30,7
31-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0291,7:47,7:51,4
31-May-2022,Line 17,Lean,Excess WIP,,7:45,8:04,19
31-May-2022,Line 17,Maintenance,Feed Problem,FCI-4TNB-0004,8:12,8:35,23
31-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0194,8:18,8:20,2
31-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,MF-7723,8:38,8:40,2
31-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,YNG-FLFB-0008,9:46,9:49,3
31-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0319,12:11,12:14,3
31-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0291,12:34,12:38,4
31-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0321,13:19,13:24,5
31-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0194,14:22,14:25,3
31-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0154,14:34,14:37,3
31-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0194,14:39,14:44,5
31-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0185,15:09,15:14,5
31-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0083,15:32,15:35,3
31-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0264,15:41,15:44,3
31-May-2022,Line 17,Maintenance,Thread-Cut & Rethreading,MF-7723,16:01,16:04,3
31-May-2022,Line 17, Needle Breakage, Needle Breakage,FCI-5TOL-0673,13:50,13:58,8
31-May-2022,Line 17,Maintenance,Feed Problem,FCI-5TOL-0154,9:03,9:09,6
31-May-2022,Line 17,Lean,Excess WIP,,8:58,9:20,22
31-May-2022,Line 17,Maintenance,Uneven Tension,FQ-356-030-440,13:50,13:57,7
31-May-2022,Line 17,Lean,Excess WIP,,14:37,14:44,7
31-May-2022,Line 19,Maintenance,Thread-Cut & Rethreading,SNLS-2146,8:11,8:13,2
31-May-2022,Line 19,Maintenance,Thread-Cut & Rethreading,5TOL-6198,9:21,9:24,3
31-May-2022,Line 19,Maintenance,Thread-Cut & Rethreading,5TOL-0318,9:56,10:00,4
31-May-2022,Line 19,Maintenance,Thread-Cut & Rethreading,5TOL-0237,10:31,10:35,4
31-May-2022,Line 19,Maintenance,Thread-Cut & Rethreading,,7:05,7:09,4
31-May-2022,Line 19,Production,Multiple bio break,5TOL-,7:00,7:16,16
31-May-2022,Line 19,Maintenance,Thread-Cut & Rethreading,,7:16,7:20,4
31-May-2022,Line 19,Maintenance,Thread-Cut & Rethreading,,7:26,7:30,4
31-May-2022,Line 19,Maintenance,Lopper Repair,,8:08,8:12,4
31-May-2022,Line 19, Needle Breakage, Needle Breakage,,9:16,9:25,9
31-May-2022,Line 19, Needle Breakage, Needle Breakage,,9:25,9:30,5
31-May-2022,Line 19,Maintenance,Thread-Cut & Rethreading,,9:43,9:48,5
31-May-2022,Line 19,Maintenance,Thread-Cut & Rethreading,,10:18,10:22,4
31-May-2022,Line 19,Maintenance,Bobbin Problem,,12:08,12:14,6
31-May-2022,Line 19,Maintenance,Thread-Cut & Rethreading,,1:07,1:11,4
31-May-2022,Line 19,Maintenance,Thread-Cut & Rethreading,,1:17,1:22,5
31-May-2022,Line 19, Needle Breakage, Needle Breakage,,3:31,3:37,6
31-May-2022,Line 19,Maintenance,Thread-Cut & Rethreading,5TOL-0318,11:50,11:54,4
31-May-2022,Line 19,Maintenance,Thread-Cut & Rethreading,5TOL-0198,11:50,11:55,5
1-Jun-2022,Line 17,Maintenance,Cleaning,FCI-5TOL-0264,7:26,7:34,8
1-Jun-2022,Line 17,Maintenance,Skip Stitch,FCI-5TOL-0321,7:27,8:09,42
1-Jun-2022,Line 17,Production,Late,FCI-5TOL-0673,7:00,7:13,13
1-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0194,8:00,8:03,3
1-Jun-2022,Line 17,Lean,Excess WIP,,8:14,8:25,11
1-Jun-2022,Line 17,Maintenance,Looper Breakage,MF-7723,8:40,8:45,5
1-Jun-2022,Line 17,Maintenance,Skip Stitch,FCI-5TOL-0321,9:15,9:22,7
1-Jun-2022,Line 17,Maintenance,Skip Stitch,FCI-5TOL-0321,9:36,9:45,9
1-Jun-2022,Line 17,Maintenance,Uneven Tension,FCI-4TNB-0001,9:51,10:00,9
1-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0673,10:19,10:21,2
1-Jun-2022,Line 17,Maintenance,Motor Problem,MF-7723,11:45,12:25,40
1-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0154,12:58,13:01,3
1-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0319,14:10,14:12,2
1-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0004,13:41,13:45,4
1-Jun-2022,Line 17,Maintenance,Gauge Adjustment,FCI-5TOL-0264,14:12,14:17,5
1-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,MF-7723,14:24,14:26,2
1-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FQ-356-030-440,14:48,14:50,2
1-Jun-2022,Line 17,Maintenance,Skip Stitch,FCI-5TOL-0321,15:08,15:20,12
1-Jun-2022,Line 17,Maintenance,Skip Stitch,FCI-5TOL-0264,15:24,15:35,11
1-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0158,16:00,16:04,4
1-Jun-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0154,17:26,17:28,2
1-Jun-2022,Line 17,Maintenance,Gauge Adjustment,FCI-5TOL-0264,17:44,17:49,5
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0154,7:52,7:59,7
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0291,8:14,8:17,3
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0319,8:15,8:21,6
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0074,8:19,8:24,5
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2140,8:25,8:28,3
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0194,8:46,8:49,3
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0264,9:14,9:18,4
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TNB-0004,9:51,9:55,4
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2120,9:57,10:01,4
1-Jun-2022,Line 17,Production,Multiple bio break,FQ-356-030-440,9:59,10:04,5
1-Jun-2022,Line 17,Production,Multiple bio break,MF-7723,10:00,10:04,4
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0158,10:05,10:09,4
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0194,10:11,10:15,4
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0264,10:00,10:07,7
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0074,10:32,10:39,7
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0074,12:38,12:43,5
1-Jun-2022,Line 17,Production,Multiple bio break,FQ-356-030-440,13:04,13:09,5
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0154,13:10,13:17,7
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0083,13:43,13:48,5
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0321,13:52,13:58,6
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0074,14:12,14:17,5
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0673,14:26,14:33,7
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2120,15:08,15:14,6
1-Jun-2022,Line 17,Production,Multiple bio break,FQ-356-030-440,15:46,15:53,7
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0264,16:04,16:09,5
1-Jun-2022,Line 17,Production,Multiple bio break,FQ-356-030-440,16:53,16:57,4
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0154,17:04,17:08,4
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-5TOL-0158,17:35,17:39,4
1-Jun-2022,Line 17,Production,Multiple bio break,MF-7723,17:40,17:46,6
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2142,7:12,7:16,4
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2111,7:50,7:55,5
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-BT-0074,7:54,7:59,5
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0045,8:03,8:11,8
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-FLRC-0009,8:06,8:12,6
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-4TOL-0063,8:13,8:16,3
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-DNCS-0085,8:22,8:28,6
1-Jun-2022,Line 17,Production,Multiple bio break,FCI-SNLS-2109,8:24,8:29,5
